Points,account_creation,favourites,followers,following,link,lists,name,socialsource,source,statuses,symbol,symbol_id,timestamp_api_call
591,1474470114,5,536,3,https://twitter.com/dinastycoin,11,DinastyCoin,Twitter,cryptocompare,41,DCY,181373,2017-12-30 17:55:46.153848
2406,1496728193,19,2286,2011,https://twitter.com/DigitalDevFund,24,DDF,Twitter,cryptocompare,72,DDF,180595,2017-12-30 17:55:45.198841
0,,,,,,,,Twitter,cryptocompare,,DEA,79849,2017-12-30 17:56:51.596478
520,1499949409,210,495,353,https://twitter.com/DebitumNetwork,5,Debitum Network,Twitter,cryptocompare,187,DEB,408765,2017-12-30 17:56:26.636642
1084,1500829549,0,994,0,https://twitter.com/deepgoldnews,18,Deep Gold,Twitter,cryptocompare,28,DEEP,301119,2017-12-30 17:56:11.911567
0,,,,,,,,Twitter,cryptocompare,,DEM,4429,2017-12-30 17:56:32.850001
15080,1496758159,2631,14310,3700,https://twitter.com/dentcoin,154,DENT,Twitter,cryptocompare,218,DENT,141331,2017-12-30 17:55:43.393020
0,,,,,,,,Twitter,cryptocompare,,DES,22330,2017-12-30 17:56:04.203453
0,,,,,,,,Twitter,cryptocompare,,DETH,40845,2017-12-30 17:56:25.967222
0,,,,,,,,Twitter,cryptocompare,,DEUR,21384,2017-12-30 17:55:52.863165
467,1498901012,12,452,397,https://twitter.com/DentalfixK,3,DentalFix ICO,Twitter,cryptocompare,61,DFBT,198693,2017-12-30 17:55:48.182422
1130,1414169786,98,970,48,https://twitter.com/Draftcoin,32,DraftCoin [DFT],Twitter,cryptocompare,235,DFT,236039,2017-12-30 17:56:01.351247
98471,1388277610,2304,93703,523,https://twitter.com/DigiByteCoin,953,DigiByte,Twitter,cryptocompare,3620,DGB,4430,2017-12-30 17:56:32.945598
4801,1331404683,2,4516,36,https://twitter.com/DigitalcoinDGC,57,Digitalcoin,Twitter,cryptocompare,244,DGC,4353,2017-12-30 17:56:31.117426
8866,1418180091,216,7681,530,https://twitter.com/DigixGlobal,237,DigixGlobal,Twitter,cryptocompare,372,DGD,18907,2017-12-30 17:55:46.376091
0,,,,,,,,Twitter,cryptocompare,,DGDC,28278,2017-12-30 17:56:03.314046
147,1420236492,7,132,179,https://twitter.com/Digigems_,3,Digigems,Twitter,cryptocompare,33,DGMS,34496,2017-12-30 17:56:19.198918
370,1422402799,8,345,338,https://twitter.com/dogegorecoin,5,dogegorecoin,Twitter,cryptocompare,128,DGORE,29904,2017-12-30 17:56:09.434276
2332,1486575861,126,2237,65,https://twitter.com/DigiPulseIO,19,DigiPulse,Twitter,cryptocompare,171,DGPT,202696,2017-12-30 17:55:50.704683
2450,1455382873,71,1865,1016,https://twitter.com/etheroll,117,ΞTHΞROll,Twitter,cryptocompare,165,DICE,89572,2017-12-30 17:56:51.944587
0,,,,,,,,Twitter,cryptocompare,,DIEM,20213,2017-12-30 17:55:52.936490
195,1435896799,2,180,60,https://twitter.com/diggitsquad,3,DIGGITS,Twitter,cryptocompare,9,DIGS,12192,2017-12-30 17:55:41.515849
12,1502684528,176,12,0,https://twitter.com/DIMCOIN_ICO,0,Jace King,Twitter,cryptocompare,3,DIM,180678,2017-12-30 17:55:45.341709
276,1387811353,0,236,8,https://twitter.com/dimecoin_org,8,dimecoin,Twitter,cryptocompare,27,DIME,21365,2017-12-30 17:55:53.394100
0,,,,,,,,Twitter,cryptocompare,,DISK,21652,2017-12-30 17:55:53.939750
4130,1499466245,331,4055,25,https://twitter.com/DiviProject,15,Divi Project,Twitter,cryptocompare,142,DIVX,431413,2017-12-30 17:56:31.772303
0,,,,,,,,Twitter,cryptocompare,,DKC,30920,2017-12-30 17:56:12.453884
0,,,,,,,,Twitter,cryptocompare,,DLC,28776,2017-12-30 17:56:08.111536
0,,,,,,,,Twitter,cryptocompare,,DLISK,23743,2017-12-30 17:56:01.518417
0,,,,,,,,Twitter,cryptocompare,,DLR,34213,2017-12-30 17:56:19.105993
10619,1455194613,752,9794,1860,https://twitter.com/AgrelloOfficial,165,Agrello,Twitter,cryptocompare,676,DLT,220204,2017-12-30 17:55:53.936167
12112,1270742559,453,11032,800,https://twitter.com/dmdcoin,216,DMD Diamond,Twitter,cryptocompare,764,DMD,4431,2017-12-30 17:56:32.956012
5765,1499171057,62,5495,13,https://twitter.com/dmarket_io,54,dmarket.io,Twitter,cryptocompare,190,DMT,192400,2017-12-30 17:55:45.812221
2433,1493071028,3985,2047,1546,https://twitter.com/encrypgen,77,EncrypGen,Twitter,cryptocompare,1165,DNA,180804,2017-12-30 17:55:44.813578
1926,1445830732,137,1846,841,https://twitter.com/darknet_crypto,16,Darknet-Crypto,Twitter,cryptocompare,198,DNET,20346,2017-12-30 17:55:53.406939
15564,1497543917,732,15424,2799,https://twitter.com/denariuscoin,28,Denarius [DNR],Twitter,cryptocompare,216,DNR,182288,2017-12-30 17:55:45.458412
36647,1495118023,669,34402,155,https://twitter.com/district0x,449,district0x,Twitter,cryptocompare,320,DNT,177175,2017-12-30 17:55:44.552735
186812,1386490594,18,182457,3,https://twitter.com/dogecoin,871,Dogecoin,Twitter,cryptocompare,366,DOGE,4432,2017-12-30 17:56:32.841946
1311,1413360338,1494,1105,706,https://twitter.com/dogedcoin,41,DogecoinDark,Twitter,cryptocompare,1224,DOGED,17549,2017-12-30 17:55:44.870064
0,,,,,,,,Twitter,cryptocompare,,DOGETH,33403,2017-12-30 17:56:16.015881
1365,1397734214,44,1204,2026,https://twitter.com/Donationcoin,32,Donationcoin,Twitter,cryptocompare,1192,DON,61073,2017-12-30 17:56:48.176964
17880,1390235846,35490,16853,8068,https://twitter.com/dopecoinGold,205,DopeCoin,Twitter,cryptocompare,2437,DOPE,28332,2017-12-30 17:56:07.170272
323,1396323003,9,288,9,https://twitter.com/dotcoinnz,7,Dotcoin,Twitter,cryptocompare,145,DOT,20339,2017-12-30 17:55:50.393239
5601,1494242274,180,5261,3011,https://twitter.com/dovuapi,68,DOVU,Twitter,cryptocompare,318,DOVU,360827,2017-12-30 17:56:20.976039
435,1493462290,0,420,16,https://twitter.com/digitalprice_,3,DigitalPrice,Twitter,cryptocompare,28,DP,182325,2017-12-30 17:55:45.830944
0,,,,,,,,Twitter,cryptocompare,,DPAY,29718,2017-12-30 17:56:09.242660
3175,1496737589,185,3095,419,https://twitter.com/da_powerplay,16,DA Power Play,Twitter,cryptocompare,577,DPP,466977,2017-12-30 17:56:40.014108
0,,,,,,,,Twitter,cryptocompare,,DRA,38360,2017-12-30 17:56:24.544582
4647,1392845541,90,3652,2713,https://twitter.com/E_Drachma,197,Drachmae Project,Twitter,cryptocompare,10588,DRACO,22248,2017-12-30 17:55:59.714408
39,1504162874,0,34,0,https://twitter.com/dropfoods,1,Dropfoods ICO,Twitter,cryptocompare,20,DRC,290053,2017-12-30 17:56:08.951885
865,1499177530,547,815,206,https://twitter.com/daricocoin,10,Darico,Twitter,cryptocompare,290,DRC*,417510,2017-12-30 17:56:27.814496
0,,,,,,,,Twitter,cryptocompare,,DRGN,355702,2017-12-30 17:56:19.892197
0,,,,,,,,Twitter,cryptocompare,,DRKC,4434,2017-12-30 17:56:32.602646
0,,,,,,,,Twitter,cryptocompare,,DRKT,7483,2017-12-30 17:56:49.899744
0,,,,,,,,Twitter,cryptocompare,,DRM8,33524,2017-12-30 17:56:17.928090
173,1446150212,0,153,19,https://twitter.com/FaucetDrop,4,Faucetcoin(DROP),Twitter,cryptocompare,39,DROP,28767,2017-12-30 17:56:07.325084
3335,1494748089,93,3035,430,https://twitter.com/DcorpVC,60,Dcorp,Twitter,cryptocompare,692,DRP,188523,2017-12-30 17:55:46.112094
246,1472753565,0,221,11,https://twitter.com/DigitalRupees,5,Digital Rupees,Twitter,cryptocompare,33,DRS,33645,2017-12-30 17:56:17.126143
8373,1398676631,2976,7081,500,https://twitter.com/domraider,258,Domraider,Twitter,cryptocompare,2448,DRT,311829,2017-12-30 17:56:12.797102
228,1505340715,33,213,149,https://twitter.com/DRXNEgaming,3,DROXNE [DRXNE] Coin,Twitter,cryptocompare,31,DRXNE,384953,2017-12-30 17:56:25.381377
169,1429094934,11,149,79,https://twitter.com/Droidz_DRZ,4,Droidz,Twitter,cryptocompare,16,DRZ,7480,2017-12-30 17:56:50.336639
161,1414073852,18,141,137,https://twitter.com/DarkShibe,4,DarkShibe,Twitter,cryptocompare,31,DSB,4435,2017-12-30 17:56:33.068005
0,,,,,,,,Twitter,cryptocompare,,DSH,20196,2017-12-30 17:55:52.833498
133,1410907309,0,103,0,https://twitter.com/DarkTokenDT,6,DarkToken,Twitter,cryptocompare,2,DT,3643,2017-12-30 17:56:21.249604
4710,1476852524,971,4130,212,https://twitter.com/AugmentorsGame,116,Augmentors Game,Twitter,cryptocompare,415,DTB,55540,2017-12-30 17:56:46.468982
3188,1505325483,76,3117,5000,https://twitter.com/DatacoinX,14,Datacoin,Twitter,cryptocompare,1442,DTC,369209,2017-12-30 17:56:23.790128
0,,,,,,,,Twitter,cryptocompare,,DTC*,5337,2017-12-30 17:56:44.438843
6191,1500563621,25,6131,15,https://twitter.com/DetectorToken,12,DetectorToken,Twitter,cryptocompare,99,DTCT,223644,2017-12-30 17:55:59.650708
789,1508756128,46,754,5,https://twitter.com/TokensNet,7,Tokens.net,Twitter,cryptocompare,98,DTR,360063,2017-12-30 17:56:23.437672
3256,1501099481,15,3191,6,https://twitter.com/DreamTeam_Token,13,DreamTeam Token,Twitter,cryptocompare,82,DTT,313176,2017-12-30 17:56:12.816640
1041,1507655319,12,1036,108,https://twitter.com/DataTrading_,1,DataTrading,Twitter,cryptocompare,37,DTT*,363066,2017-12-30 17:56:21.341532
0,,,,,,,,Twitter,cryptocompare,,DUB,7627,2017-12-30 17:56:50.819082
1459,1390939305,1,1389,246,https://twitter.com/duckduckcoin,14,DuckDuckCoin,Twitter,cryptocompare,24,DUCK,56678,2017-12-30 17:56:46.507145
0,,,,,,,,Twitter,cryptocompare,,DUO,73132,2017-12-30 17:56:50.375014
162,1502714411,1,157,0,https://twitter.com/Dutch_coin,1,Dutch coin,Twitter,cryptocompare,16,DUTCH,372748,2017-12-30 17:56:23.659551
0,,,,,,,,Twitter,cryptocompare,,DUX,105206,2017-12-30 17:55:41.571480
2348,1379747349,0,2083,203,https://twitter.com/Devtome,52,Devcoin,Twitter,cryptocompare,5097,DVC,4436,2017-12-30 17:56:32.948801
3947,1488980035,83,3577,99,https://twitter.com/dualitychain,74,Duality Solutions,Twitter,cryptocompare,130,DYN,131111,2017-12-30 17:55:42.008831
0,,,,,,,,Twitter,cryptocompare,,EA,45821,2017-12-30 17:56:37.216767
1909,1242475141,34,1634,615,https://twitter.com/getearthcoin,55,Earthcoin,Twitter,cryptocompare,296,EAC,4437,2017-12-30 17:56:33.192682
633,1417318197,102,578,391,https://twitter.com/EagsCurrency,11,EagsCurrency,Twitter,cryptocompare,242,EAGS,6106,2017-12-30 17:56:48.145936
12603,1333190463,105,12383,3520,https://twitter.com/earthtokens,44,Earth Token,Twitter,cryptocompare,335,EARTH,324012,2017-12-30 17:56:13.233012
0,,,,,,,,Twitter,cryptocompare,,EB3,59968,2017-12-30 17:56:47.075905
9159,1507458448,357,9104,0,https://twitter.com/eBCHCoin,11,eBCH,Twitter,cryptocompare,488,EBCH,371095,2017-12-30 17:56:23.275975
2192,1498675521,14,2132,7,https://twitter.com/EthbetProject,12,EthBet,Twitter,cryptocompare,118,EBET,345159,2017-12-30 17:56:18.879220
0,,,,,,,,Twitter,cryptocompare,,EBS,5329,2017-12-30 17:56:43.081878
7442,1402951993,195,6922,220,https://twitter.com/eBoostCoin,104,eBoost,Twitter,cryptocompare,331,EBST,368732,2017-12-30 17:56:22.089736
3255,1507902121,566,3110,637,https://twitter.com/eBTCFoundation,29,"eBitcoin (eBTC) - Exchange: HitBTC, EtherDelta",Twitter,cryptocompare,273,EBTC,321189,2017-12-30 17:56:12.935709
0,,,,,,,,Twitter,cryptocompare,,EBZ,33636,2017-12-30 17:56:16.947505
222,1456464465,2,187,81,https://twitter.com/EclipseCrypto,7,Eclipse,Twitter,cryptocompare,20,EC,30367,2017-12-30 17:56:11.093016
2416,1507466503,136,2381,3412,https://twitter.com/ElectracoinECA,7,Electra Coin (ECA),Twitter,cryptocompare,205,ECA,409249,2017-12-30 17:56:26.723856
2626,1507581332,1,2561,2,https://twitter.com/EthereumCash_,13,EthereumCash,Twitter,cryptocompare,23,ECASH,355117,2017-12-30 17:56:19.682606
15,1509658949,0,10,41,https://twitter.com/ECurrencycoin,1,ECurrencycoin,Twitter,cryptocompare,10,ECC,129013,2017-12-30 17:55:41.501873
8312,1506070960,2,8187,0,https://twitter.com/e_Chat_ICO,25,e-Chat ICO,Twitter,cryptocompare,72,ECHT,344337,2017-12-30 17:56:17.897266
0,,,,,,,,Twitter,cryptocompare,,ECO,61047,2017-12-30 17:56:47.246579
1040,1490258791,55,905,78,https://twitter.com/EcoBit_io,27,EcoBit,Twitter,cryptocompare,126,ECOB,171390,2017-12-30 17:55:44.306433
0,,,,,,,,Twitter,cryptocompare,,EDC,22185,2017-12-30 17:55:58.945400
0,,,,,,,,Twitter,cryptocompare,,EDDIE,348256,2017-12-30 17:56:19.554057
32159,1480869316,297,29964,130,https://twitter.com/edgelessproject,439,Edgeless,Twitter,cryptocompare,453,EDG,55676,2017-12-30 17:56:46.736835
0,,,,,,,,Twitter,cryptocompare,,EDGE,6339,2017-12-30 17:56:49.711659
15684,1489910586,1186,14989,152,https://twitter.com/eidoo_io,139,Eidoo,Twitter,cryptocompare,490,EDO,310297,2017-12-30 17:56:12.049497
7299,1472028495,0,6937,21,https://twitter.com/edinarworldwide,72,E-Dinar World,Twitter,cryptocompare,2576,EDR,27634,2017-12-30 17:56:06.198973
222,1460363993,0,177,30,https://twitter.com/EDRCoinOfficial,9,EDRCoin Offical,Twitter,cryptocompare,5,EDRC,19051,2017-12-30 17:55:45.456247
0,,,,,,,,Twitter,cryptocompare,,EFL,4438,2017-12-30 17:56:32.671974
772,1493020056,80,677,3,https://twitter.com/ergoplatformorg,19,Ergo,Twitter,cryptocompare,96,EFYT,165555,2017-12-30 17:55:43.888610
7756,1509169026,1,7711,24,https://twitter.com/eth_gas,9,Eth Gas,Twitter,cryptocompare,81,EGAS,466786,2017-12-30 17:56:39.252526
7416,1451847178,3718,6693,4893,https://twitter.com/EverGreenCoin_,144,EverGreenCoin(EGC),Twitter,cryptocompare,3323,EGC,15885,2017-12-30 17:55:43.887789
0,,,,,,,,Twitter,cryptocompare,,EGG,5395,2017-12-30 17:56:45.832437
0,,,,,,,,Twitter,cryptocompare,,EGO,29368,2017-12-30 17:56:09.563956
567,1428160148,253,532,269,https://twitter.com/ElektronCoin,7,Elektron Foundation,Twitter,cryptocompare,291,EKN,5281,2017-12-30 17:56:39.747028
0,,,,,,,,Twitter,cryptocompare,,EKO,22328,2017-12-30 17:55:59.265187
0,,,,,,,,Twitter,cryptocompare,,ELC,4439,2017-12-30 17:56:33.060251
0,,,,,,,,Twitter,cryptocompare,,ELE,30550,2017-12-30 17:56:11.467606
11251,1504261879,42,10981,71,https://twitter.com/aelfblockchain,54,ælf,Twitter,cryptocompare,68,ELF,571314,2017-12-30 17:56:46.631986
5734,1507321826,3,5634,10,https://twitter.com/EthereumLite,20,Ethereum Lite,Twitter,cryptocompare,90,ELITE,360657,2017-12-30 17:56:20.850797
3221,1499300562,59,3031,24,https://twitter.com/elixtoken,38,Elixir,Twitter,cryptocompare,102,ELIX,321177,2017-12-30 17:56:13.054041
1859,1507928009,311,1779,502,https://twitter.com/EllaismCoin,16,ELLAISM,Twitter,cryptocompare,337,ELLA,384651,2017-12-30 17:56:25.648822
0,,,,,,,,Twitter,cryptocompare,,ELM,339933,2017-12-30 17:56:18.128053
600,1486062080,11,545,1194,https://twitter.com/Elysium_coin,11,Elysium,Twitter,cryptocompare,63,ELS,42685,2017-12-30 17:56:29.504087
399,1463680580,1,369,11,https://twitter.com/eloplaycom,6,eloplay,Twitter,cryptocompare,58,ELT,334997,2017-12-30 17:56:16.369532
1605,1507305846,10,1570,236,https://twitter.com/eLTCoin,7,eLTC,Twitter,cryptocompare,5,ELTC2,339581,2017-12-30 17:56:18.963040
3421,1507387649,454,3316,165,https://twitter.com/officialELTCOIN,21,ELTCOIN,Twitter,cryptocompare,327,ELTCOIN,438867,2017-12-30 17:56:31.142277
0,,,,,,,,Twitter,cryptocompare,,EMB,33942,2017-12-30 17:56:18.765838
2964,1401562952,31,2679,2015,https://twitter.com/EmerCoin_EMC,57,EmerCoin_EMC,Twitter,cryptocompare,624,EMC,15876,2017-12-30 17:55:42.511381
0,,,,,,,,Twitter,cryptocompare,,EMC2,4440,2017-12-30 17:56:33.473906
159,1407007089,0,129,114,https://twitter.com/Emerald_Crypto,6,Emerald Crypto,Twitter,cryptocompare,26,EMD,4441,2017-12-30 17:56:32.627174
13729,1485509934,569,12519,80,https://twitter.com/MobileGoToken,242,MobileGo,Twitter,cryptocompare,494,EMGO,531426,2017-12-30 17:56:42.951117
0,,,,,,,,Twitter,cryptocompare,,EMIGR,29556,2017-12-30 17:56:10.387774
0,,,,,,,,Twitter,cryptocompare,,EMPC,63312,2017-12-30 17:56:49.419914
6448,1496317258,58,6213,288,https://twitter.com/easymineio,47,easyMINE,Twitter,cryptocompare,259,EMT,247322,2017-12-30 17:56:02.676135
151,1457530652,0,136,49,https://twitter.com/ene_coin,3,EneCoin,Twitter,cryptocompare,36,ENE,28174,2017-12-30 17:56:06.236555
28662,1433126823,105,26817,25,https://twitter.com/EnigmaMPC,369,Enigma Project,Twitter,cryptocompare,445,ENG,338335,2017-12-30 17:56:17.478750
146,1510944070,2,116,1,https://twitter.com/enjincs,6,Enjin,Twitter,cryptocompare,1,ENJ,283116,2017-12-30 17:56:03.458479
14982,1398772433,50564,8778,8639,https://twitter.com/energycoin,1217,EnergyCoin,Twitter,cryptocompare,119036,ENRG,4350,2017-12-30 17:56:31.841978
512,1474032872,3,467,1,https://twitter.com/Eternity_Group,9,Eternity Group,Twitter,cryptocompare,20,ENT,34609,2017-12-30 17:56:19.407266
0,,,,,,,,Twitter,cryptocompare,,ENTER,24307,2017-12-30 17:56:01.405666
278,1432095803,76,258,176,https://twitter.com/EiniaOraDev,4,Everyone'sCoin Dev,Twitter,cryptocompare,159,EOC,44803,2017-12-30 17:56:33.386068
0,,,,,,,,Twitter,cryptocompare,,EON,255546,2017-12-30 17:56:05.914394
64243,1494512856,68,60058,35,https://twitter.com/eos_io,837,EOS,Twitter,cryptocompare,526,EOS,166503,2017-12-30 17:55:44.145908
0,,,,,,,,Twitter,cryptocompare,,EPY,7564,2017-12-30 17:56:50.901703
846,1500980153,91,791,214,https://twitter.com/EmphyOfficial,11,EmphyOfficial,Twitter,cryptocompare,66,EPY*,388076,2017-12-30 17:56:26.245485
1166,1498915673,63,1131,3,https://twitter.com/equiofficial,7,EQUI,Twitter,cryptocompare,78,EQ,198698,2017-12-30 17:55:48.421645
3619,1428197359,1722,3004,2333,https://twitter.com/equibit,123,Equibit Group,Twitter,cryptocompare,683,EQB,188300,2017-12-30 17:55:46.212022
250,1431938575,0,225,49,https://twitter.com/EquibriumCoin,5,Equilibrium,Twitter,cryptocompare,93,EQM,6093,2017-12-30 17:56:47.143635
6247,1490892241,508,5897,155,https://twitter.com/Equi_Trader,70,EquiTrader,Twitter,cryptocompare,173,EQT,105263,2017-12-30 17:55:41.129408
0,,,,,,,,Twitter,cryptocompare,,EQUAL,30883,2017-12-30 17:56:12.005952
69,1463702050,0,59,2,https://twitter.com/erbcoin,2,ERB Coin,Twitter,cryptocompare,3,ERB,28665,2017-12-30 17:56:07.223838
1401,1399206356,517,1265,981,https://twitter.com/EuropeCoinERC,27,EuropeCoin,Twitter,cryptocompare,1097,ERC,20748,2017-12-30 17:55:52.216113
4100,1496670566,84,4040,52,https://twitter.com/ErosCoinNews,12,ErosCoin,Twitter,cryptocompare,76,ERO,439579,2017-12-30 17:56:32.403960
0,,,,,,,,Twitter,cryptocompare,,ERR,44749,2017-12-30 17:56:33.376554
1523,1504640632,502,1443,436,https://twitter.com/EsportsDotCom,16,Esports.com,Twitter,cryptocompare,302,ERT,328784,2017-12-30 17:56:14.958429
376,1480204882,0,316,64,https://twitter.com/eryllium,12,Eryllium,Twitter,cryptocompare,35,ERY,42694,2017-12-30 17:56:30.152700
1259,1508434731,1,1234,1050,https://twitter.com/ethersport_esc ,5,Ethersport,Twitter,cryptocompare,79,ESC*,383878,2017-12-30 17:56:25.194041
2932,1512222262,19,2902,377,https://twitter.com/EspersCoin,6,Espers Coin,Twitter,cryptocompare,34,ESP,130951,2017-12-30 17:55:43.257785
5335,1485454525,199,5005,2545,https://twitter.com/ethbits,66,EthBits,Twitter,cryptocompare,376,ETBS,188394,2017-12-30 17:55:45.857361
5900,1510269900,5,5840,0,https://twitter.com/EthereumBlack,12,Ethereum Black,Twitter,cryptocompare,45,ETBT,431142,2017-12-30 17:56:29.491498
16665,1457050588,91,15340,88,https://twitter.com/EthereumClassic,265,EthereumClassic No2x,Twitter,cryptocompare,49,ETC,5324,2017-12-30 17:56:42.732805
4932,1512630173,1,4912,2,https://twitter.com/EthereumFog,4,ETF Foundation,Twitter,cryptocompare,43,ETF,536137,2017-12-30 17:56:44.495881
4653,1507768632,613,4578,56,https://twitter.com/ethereumgoldetg,15,Ethereum Gold (ETG),Twitter,cryptocompare,100,ETG,347450,2017-12-30 17:56:18.909404
288327,1390763724.0,2242.0,266851.0,0.0,https://twitter.com/ethereumproject,4295.0,Ethereum,Twitter,cryptocompare,1890.0,ETH,7605,2017-12-30 17:32:32.891176
288327,1390763724,2242,266851,0,https://twitter.com/ethereumproject,4295,Ethereum,Twitter,cryptocompare,1890,ETH,7605,2017-12-30 17:56:51.501467
958,1499708231,36,943,58,https://twitter.com/EtherBTC_io,3,EtherBTC,Twitter,cryptocompare,171,ETHB,412197,2017-12-30 17:56:27.534705
8190,1502215851,401,7895,756,https://twitter.com/ethereum_dark,59,Ethereum Dark,Twitter,cryptocompare,222,ETHD,310754,2017-12-30 17:56:12.327619
353,1461760903,4,333,604,https://twitter.com/Ethereum_scrypt,4,Ethereumscrypt,Twitter,cryptocompare,8,ETHS,20448,2017-12-30 17:55:50.940749
1297,1486568861,325,1192,2906,https://twitter.com/EnergiMine,21,Energi Mine,Twitter,cryptocompare,823,ETK,385960,2017-12-30 17:56:25.577782
60773,1497296007,253,59348,194,https://twitter.com/electroneum,285,electroneum,Twitter,cryptocompare,643,ETN,361881,2017-12-30 17:56:20.705120
18631,1498463318,61,17896,119,https://twitter.com/mvs_org,147,Metaverse,Twitter,cryptocompare,570,ETP,328639,2017-12-30 17:56:14.544412
6999,1455263505,276,6589,930,https://twitter.com/encryptotel,82,EncryptoTel,Twitter,cryptocompare,206,ETT,62529,2017-12-30 17:56:48.591864
43,1449562317,0,17,1,https://twitter.com/EuroCoinBot,3,EuroCoin EUC,Twitter,cryptocompare,11063,EUC,34849,2017-12-30 17:56:19.224517
7045,1494800589,258,6935,616,https://twitter.com/EventChain_io,22,EventChain,Twitter,cryptocompare,305,EVC,308072,2017-12-30 17:56:11.143907
206,1414404606,3,191,197,https://twitter.com/EventToken,3,Event Token,Twitter,cryptocompare,70,EVENT,5405,2017-12-30 17:56:45.975595
1572,1449164881,13,1507,1525,https://twitter.com/evil_coin,13,EVIL Coin,Twitter,cryptocompare,65,EVIL,22272,2017-12-30 17:55:58.916664
6837,1453229625,883,6572,463,https://twitter.com/Envion_org,53,Envion AG,Twitter,cryptocompare,869,EVN,383953,2017-12-30 17:56:25.555920
332,1500601334,1,307,40,https://twitter.com/everusworld,5,everus,Twitter,cryptocompare,113,EVR,340966,2017-12-30 17:56:18.501348
9715,1460204233,420,8910,839,https://twitter.com/everexio,161,Everex,Twitter,cryptocompare,399,EVX,194883,2017-12-30 17:55:46.380556
0,,,,,,,,Twitter,cryptocompare,,EXB,25925,2017-12-30 17:56:03.407906
7192,1410222466,169,6522,7,https://twitter.com/exclusivecoin,134,Exclusive Coin,Twitter,cryptocompare,711,EXCL,4442,2017-12-30 17:56:32.735858
0,,,,,,,,Twitter,cryptocompare,,EXE,4443,2017-12-30 17:56:32.582401
0,,,,,,,,Twitter,cryptocompare,,EXIT,22180,2017-12-30 17:55:58.088286
9512,1506052511,0,9467,0,https://twitter.com/ExchangeN_com,9,ExchangeN.com,Twitter,cryptocompare,16,EXN,370961,2017-12-30 17:56:22.709973
24953,1439128076,3705,23212,1788,https://twitter.com/ExpanseOfficial,348,Expanse,Twitter,cryptocompare,1612,EXP,12194,2017-12-30 17:55:41.949152
6723,1501082475,271,6533,220,https://twitter.com/experty_io,38,Experty.io,Twitter,cryptocompare,360,EXY,388493,2017-12-30 17:56:26.477727
102,1388112032,1,77,11,https://twitter.com/EZ_Coin,5,EZCoin,Twitter,cryptocompare,18,EZC,4444,2017-12-30 17:56:32.845021
231,1503398971,3,201,3,https://twitter.com/ezmarketsupport,6,EZMarket,Twitter,cryptocompare,30,EZM,319029,2017-12-30 17:56:12.497713
0,,,,,,,,Twitter,cryptocompare,,F16,108099,2017-12-30 17:55:41.141184
4243,1399621592,27,3603,94,https://twitter.com/FairCoinTeam,128,FairCoinTeam,Twitter,cryptocompare,229,FAIR,5313,2017-12-30 17:56:42.950911
534,1473477944,7,499,72,https://twitter.com/famecoinn,7,Fame,Twitter,cryptocompare,18,FAME,33268,2017-12-30 17:56:16.086166
0,,,,,,,,Twitter,cryptocompare,,FAZZ,60409,2017-12-30 17:56:47.165121
682,1502520908,0,642,16,https://twitter.com/FaceCoinTech,8,FaceCoinTech,Twitter,cryptocompare,29,FC,307112,2017-12-30 17:56:12.102469
1544,1400071255,160,1248,832,https://twitter.com/fuelcoinNEWS,59,FuelCoin Dev Team,Twitter,cryptocompare,1715,FC2,4446,2017-12-30 17:56:33.392262
0,,,,,,,,Twitter,cryptocompare,,FCN,5385,2017-12-30 17:56:45.529971
2955,1430518812,3,2835,1664,https://twitter.com/cryptofocus,24,Crypto Focus,Twitter,cryptocompare,457,FCS,6101,2017-12-30 17:56:47.260279
16,1445295358,1,6,1,https://twitter.com/factomproject,2,Factom,Twitter,cryptocompare,2,FCT,13280,2017-12-30 17:55:43.079653
837,1501413245,64,767,34,https://twitter.com/foodcoin_io,14,FoodCoin.io,Twitter,cryptocompare,251,FDC,314355,2017-12-30 17:56:12.879781
0,,,,,,,,Twitter,cryptocompare,,FFC,4447,2017-12-30 17:56:33.230632
0,,,,,,,,Twitter,cryptocompare,,FGZ,33866,2017-12-30 17:56:17.059779
3194,1407587268,533,2493,1303,https://twitter.com/fibrecoin,140,Fibre,Twitter,cryptocompare,1740,FIBRE,4448,2017-12-30 17:56:33.261399
17353,1405593269,305,15553,33,https://twitter.com/MineFilecoin,360,Filecoin,Twitter,cryptocompare,328,FIL,213663,2017-12-30 17:55:53.072059
0,,,,,,,,Twitter,cryptocompare,,FIND,48807,2017-12-30 17:56:39.754768
2442,1403930761,37,2282,863,https://twitter.com/FirecoinX15,32,FIRE,Twitter,cryptocompare,223,FIRE,29196,2017-12-30 17:56:08.411101
0,,,,,,,,Twitter,cryptocompare,,FIRST,34223,2017-12-30 17:56:18.611368
0,,,,,,,,Twitter,cryptocompare,,FIST,33526,2017-12-30 17:56:17.818248
0,,,,,,,,Twitter,cryptocompare,,FIT,29133,2017-12-30 17:56:08.727259
2277,1399982745,1,2172,1791,https://twitter.com/FujiCoin,21,Fujicoin Official,Twitter,cryptocompare,138,FJC,29935,2017-12-30 17:56:10.515644
730,1392286747,0,700,12,https://twitter.com/RealFlappyCoin,6,Flappy Coin,Twitter,cryptocompare,3,FLAP,4445,2017-12-30 17:56:33.566102
