Id,Id,Id.1,Id.1.1,Id.1.1.1,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.0,0.0,0.0,0.9569,1,JordanManual,CCCAGG,0.9575,0.9569,0.9573,TECH,1514358540,2017-12-28 09:28:47.415325,0,0.0
1,1.0,1.0,1.0,1.0,0.9473,1,JordanManual,CCCAGG,0.9545,0.9473,0.9545,TECH,1514358720,2017-12-28 09:28:47.415325,0,0.0
2,2.0,2.0,2.0,2.0,0.9464,1,JordanManual,CCCAGG,0.9466,0.9452,0.9466,TECH,1514358900,2017-12-28 09:28:47.415325,0,0.0
3,3.0,3.0,3.0,3.0,0.947,1,JordanManual,CCCAGG,0.947,0.9462,0.9463,TECH,1514359080,2017-12-28 09:28:47.415325,0,0.0
4,4.0,4.0,4.0,4.0,0.9481,1,JordanManual,CCCAGG,0.9481,0.9476,0.9476,TECH,1514359260,2017-12-28 09:28:47.415325,0,0.0
5,5.0,5.0,5.0,5.0,0.9489,1,JordanManual,CCCAGG,0.9492,0.9489,0.9489,TECH,1514359440,2017-12-28 09:28:47.415325,0,0.0
6,6.0,6.0,6.0,6.0,0.9439,1,JordanManual,CCCAGG,0.9485,0.9439,0.9485,TECH,1514359620,2017-12-28 09:28:47.415325,0,0.0
7,7.0,7.0,7.0,7.0,0.9407,1,JordanManual,CCCAGG,0.9439,0.9407,0.9439,TECH,1514359800,2017-12-28 09:28:47.415325,0,0.0
8,8.0,8.0,8.0,8.0,0.9392,1,JordanManual,CCCAGG,0.9395,0.937,0.9395,TECH,1514359980,2017-12-28 09:28:47.415325,0,0.0
9,9.0,9.0,9.0,9.0,0.9417,1,JordanManual,CCCAGG,0.9418,0.94,0.94,TECH,1514360160,2017-12-28 09:28:47.415325,0,0.0
10,10.0,10.0,10.0,10.0,0.9384,1,JordanManual,CCCAGG,0.9407,0.9384,0.9407,TECH,1514360340,2017-12-28 09:28:47.415325,0,0.0
11,11.0,11.0,11.0,11.0,0.9363,1,JordanManual,CCCAGG,0.9386,0.9363,0.9386,TECH,1514360520,2017-12-28 09:28:47.415325,0,0.0
12,12.0,12.0,12.0,12.0,0.9356,1,JordanManual,CCCAGG,0.9366,0.9356,0.9366,TECH,1514360700,2017-12-28 09:28:47.415325,0,0.0
13,13.0,13.0,13.0,13.0,0.9392,1,JordanManual,CCCAGG,0.9392,0.9371,0.9371,TECH,1514360880,2017-12-28 09:28:47.415325,0,0.0
14,14.0,14.0,14.0,14.0,0.9429,1,JordanManual,CCCAGG,0.9429,0.9391,0.9391,TECH,1514361060,2017-12-28 09:28:47.415325,0,0.0
15,15.0,15.0,15.0,15.0,0.9437,1,JordanManual,CCCAGG,0.9437,0.943,0.943,TECH,1514361240,2017-12-28 09:28:47.415325,0,0.0
16,16.0,16.0,16.0,16.0,0.9443,1,JordanManual,CCCAGG,0.9443,0.9437,0.9437,TECH,1514361420,2017-12-28 09:28:47.415325,0,0.0
17,17.0,17.0,17.0,17.0,0.9462,1,JordanManual,CCCAGG,0.9462,0.9453,0.9455,TECH,1514361600,2017-12-28 09:28:47.415325,0,0.0
18,18.0,18.0,18.0,18.0,0.9421,1,JordanManual,CCCAGG,0.9468,0.9421,0.9468,TECH,1514361780,2017-12-28 09:28:47.415325,0,0.0
19,19.0,19.0,19.0,19.0,0.9423,1,JordanManual,CCCAGG,0.9431,0.9423,0.9431,TECH,1514361960,2017-12-28 09:28:47.415325,0,0.0
20,20.0,20.0,20.0,20.0,0.9412,1,JordanManual,CCCAGG,0.9435,0.9412,0.9435,TECH,1514362140,2017-12-28 09:28:47.415325,0,0.0
21,21.0,21.0,21.0,21.0,0.9399,1,JordanManual,CCCAGG,0.9408,0.9399,0.9408,TECH,1514362320,2017-12-28 09:28:47.415325,0,0.0
22,22.0,22.0,22.0,22.0,0.9414,1,JordanManual,CCCAGG,0.9414,0.9398,0.9398,TECH,1514362500,2017-12-28 09:28:47.415325,0,0.0
23,23.0,23.0,23.0,23.0,0.942,1,JordanManual,CCCAGG,0.942,0.9406,0.9415,TECH,1514362680,2017-12-28 09:28:47.415325,0,0.0
24,24.0,24.0,24.0,24.0,0.9427,1,JordanManual,CCCAGG,0.9428,0.9427,0.9428,TECH,1514362860,2017-12-28 09:28:47.415325,0,0.0
25,25.0,25.0,25.0,25.0,0.9459,1,JordanManual,CCCAGG,0.9459,0.9437,0.9437,TECH,1514363040,2017-12-28 09:28:47.415325,0,0.0
26,26.0,26.0,26.0,26.0,0.9459,1,JordanManual,CCCAGG,0.9462,0.9456,0.9456,TECH,1514363220,2017-12-28 09:28:47.415325,0,0.0
27,27.0,27.0,27.0,27.0,0.946,1,JordanManual,CCCAGG,0.946,0.9455,0.9456,TECH,1514363400,2017-12-28 09:28:47.415325,0,0.0
28,28.0,28.0,28.0,28.0,0.9435,1,JordanManual,CCCAGG,0.9452,0.9435,0.9452,TECH,1514363580,2017-12-28 09:28:47.415325,0,0.0
29,29.0,29.0,29.0,29.0,0.9436,1,JordanManual,CCCAGG,0.9441,0.9436,0.9441,TECH,1514363760,2017-12-28 09:28:47.415325,0,0.0
30,30.0,30.0,30.0,30.0,0.9445,1,JordanManual,CCCAGG,0.9445,0.9443,0.9443,TECH,1514363940,2017-12-28 09:28:47.415325,0,0.0
31,31.0,31.0,31.0,31.0,0.9457,1,JordanManual,CCCAGG,0.9457,0.9453,0.9453,TECH,1514364120,2017-12-28 09:28:47.415325,0,0.0
32,32.0,32.0,32.0,32.0,0.9452,1,JordanManual,CCCAGG,0.9457,0.9452,0.9457,TECH,1514364300,2017-12-28 09:28:47.415325,0,0.0
33,33.0,33.0,33.0,33.0,0.9439,1,JordanManual,CCCAGG,0.9452,0.9439,0.9452,TECH,1514364480,2017-12-28 09:28:47.415325,0,0.0
34,34.0,34.0,34.0,34.0,0.9427,1,JordanManual,CCCAGG,0.9429,0.9427,0.9429,TECH,1514364660,2017-12-28 09:28:47.415325,0,0.0
35,35.0,35.0,35.0,35.0,0.9384,1,JordanManual,CCCAGG,0.9421,0.9384,0.9421,TECH,1514364840,2017-12-28 09:28:47.415325,0,0.0
36,36.0,36.0,36.0,36.0,0.9369,1,JordanManual,CCCAGG,0.9382,0.9367,0.9382,TECH,1514365020,2017-12-28 09:28:47.415325,0,0.0
