Id,Id,close,coin_units,computer_name,exchange,high,low,open,symbol,time,timestamp_api_call,volumefrom,volumeto
0,0.0,0.002093,1,JordanManual,CCCAGG,0.002096,0.002093,0.002096,COMM,1514365020,2017-12-28 11:15:56.439556,0,0
1,1.0,0.002097,1,JordanManual,CCCAGG,0.002097,0.002093,0.002093,COMM,1514365200,2017-12-28 11:15:56.439556,0,0
2,2.0,0.002097,1,JordanManual,CCCAGG,0.002098,0.002097,0.002098,COMM,1514365380,2017-12-28 11:15:56.439556,0,0
3,3.0,0.002098,1,JordanManual,CCCAGG,0.002098,0.002096,0.002096,COMM,1514365560,2017-12-28 11:15:56.439556,0,0
4,4.0,0.002103,1,JordanManual,CCCAGG,0.002103,0.002098,0.002098,COMM,1514365740,2017-12-28 11:15:56.439556,0,0
5,5.0,0.002106,1,JordanManual,CCCAGG,0.002106,0.002102,0.002102,COMM,1514365920,2017-12-28 11:15:56.439556,0,0
6,6.0,0.002106,1,JordanManual,CCCAGG,0.00211,0.002106,0.00211,COMM,1514366100,2017-12-28 11:15:56.439556,0,0
7,7.0,0.002103,1,JordanManual,CCCAGG,0.002103,0.002101,0.002102,COMM,1514366280,2017-12-28 11:15:56.439556,0,0
8,8.0,0.002097,1,JordanManual,CCCAGG,0.002101,0.002097,0.002101,COMM,1514366460,2017-12-28 11:15:56.439556,0,0
9,9.0,0.002085,1,JordanManual,CCCAGG,0.002092,0.002085,0.002092,COMM,1514366640,2017-12-28 11:15:56.439556,0,0
10,10.0,0.002076,1,JordanManual,CCCAGG,0.002082,0.002076,0.002082,COMM,1514366820,2017-12-28 11:15:56.439556,0,0
11,11.0,0.002066,1,JordanManual,CCCAGG,0.002077,0.002066,0.002077,COMM,1514367000,2017-12-28 11:15:56.439556,0,0
12,12.0,0.002065,1,JordanManual,CCCAGG,0.002065,0.002064,0.002064,COMM,1514367180,2017-12-28 11:15:56.439556,0,0
13,13.0,0.002051,1,JordanManual,CCCAGG,0.002065,0.002051,0.002065,COMM,1514367360,2017-12-28 11:15:56.439556,0,0
14,14.0,0.002066,1,JordanManual,CCCAGG,0.002066,0.002058,0.002058,COMM,1514367540,2017-12-28 11:15:56.439556,0,0
15,15.0,0.002059,1,JordanManual,CCCAGG,0.002063,0.002059,0.002061,COMM,1514367720,2017-12-28 11:15:56.439556,0,0
16,16.0,0.002053,1,JordanManual,CCCAGG,0.002055,0.002053,0.002054,COMM,1514367900,2017-12-28 11:15:56.439556,0,0
17,17.0,0.002054,1,JordanManual,CCCAGG,0.002054,0.002054,0.002054,COMM,1514368080,2017-12-28 11:15:56.439556,0,0
18,18.0,0.002061,1,JordanManual,CCCAGG,0.002061,0.002052,0.002052,COMM,1514368260,2017-12-28 11:15:56.439556,0,0
19,19.0,0.002062,1,JordanManual,CCCAGG,0.002064,0.002062,0.002064,COMM,1514368440,2017-12-28 11:15:56.439556,0,0
20,20.0,0.002062,1,JordanManual,CCCAGG,0.002063,0.00206,0.002063,COMM,1514368620,2017-12-28 11:15:56.439556,0,0
21,21.0,0.002069,1,JordanManual,CCCAGG,0.002069,0.002062,0.002062,COMM,1514368800,2017-12-28 11:15:56.439556,0,0
22,22.0,0.002073,1,JordanManual,CCCAGG,0.002073,0.00207,0.00207,COMM,1514368980,2017-12-28 11:15:56.439556,0,0
23,23.0,0.002071,1,JordanManual,CCCAGG,0.002073,0.002071,0.002073,COMM,1514369160,2017-12-28 11:15:56.439556,0,0
24,24.0,0.002062,1,JordanManual,CCCAGG,0.002072,0.002062,0.002072,COMM,1514369340,2017-12-28 11:15:56.439556,0,0
25,25.0,0.002063,1,JordanManual,CCCAGG,0.002063,0.002059,0.002059,COMM,1514369520,2017-12-28 11:15:56.439556,0,0
26,26.0,0.002062,1,JordanManual,CCCAGG,0.002062,0.002057,0.00206,COMM,1514369700,2017-12-28 11:15:56.439556,0,0
27,27.0,0.002055,1,JordanManual,CCCAGG,0.002061,0.002055,0.002061,COMM,1514369880,2017-12-28 11:15:56.439556,0,0
28,28.0,0.002035,1,JordanManual,CCCAGG,0.002051,0.002035,0.002051,COMM,1514370060,2017-12-28 11:15:56.439556,0,0
29,29.0,0.002034,1,JordanManual,CCCAGG,0.002036,0.002034,0.002034,COMM,1514370240,2017-12-28 11:15:56.439556,0,0
30,30.0,0.002015,1,JordanManual,CCCAGG,0.002028,0.002015,0.002028,COMM,1514370420,2017-12-28 11:15:56.439556,0,0
31,31.0,0.002019,1,JordanManual,CCCAGG,0.002023,0.002017,0.002017,COMM,1514370600,2017-12-28 11:15:56.439556,0,0
32,32.0,0.002028,1,JordanManual,CCCAGG,0.002028,0.002018,0.002019,COMM,1514370780,2017-12-28 11:15:56.439556,0,0
33,33.0,0.002028,1,JordanManual,CCCAGG,0.002037,0.002028,0.002033,COMM,1514370960,2017-12-28 11:15:56.439556,0,0
34,34.0,0.002036,1,JordanManual,CCCAGG,0.002036,0.002029,0.002029,COMM,1514371140,2017-12-28 11:15:56.439556,0,0
35,35.0,0.002034,1,JordanManual,CCCAGG,0.002034,0.002032,0.002034,COMM,1514371320,2017-12-28 11:15:56.439556,0,0
36,36.0,0.002032,1,JordanManual,CCCAGG,0.002037,0.002032,0.002037,COMM,1514371500,2017-12-28 11:15:56.439556,0,0
37,37.0,0.00202,1,JordanManual,CCCAGG,0.002027,0.00202,0.002027,COMM,1514371680,2017-12-28 11:15:56.439556,0,0
38,38.0,0.002021,1,JordanManual,CCCAGG,0.002023,0.00202,0.002023,COMM,1514371860,2017-12-28 11:15:56.439556,0,0
39,39.0,0.002023,1,JordanManual,CCCAGG,0.002023,0.002022,0.002023,COMM,1514372040,2017-12-28 11:15:56.439556,0,0
40,40.0,0.002033,1,JordanManual,CCCAGG,0.002033,0.002023,0.002023,COMM,1514372220,2017-12-28 11:15:56.439556,0,0
41,41.0,0.002048,1,JordanManual,CCCAGG,0.002048,0.002041,0.002041,COMM,1514372400,2017-12-28 11:15:56.439556,0,0
42,42.0,0.002045,1,JordanManual,CCCAGG,0.002045,0.002041,0.002041,COMM,1514372580,2017-12-28 11:15:56.439556,0,0
43,43.0,0.002041,1,JordanManual,CCCAGG,0.002044,0.002041,0.002044,COMM,1514372760,2017-12-28 11:15:56.439556,0,0
44,44.0,0.002035,1,JordanManual,CCCAGG,0.002038,0.002034,0.002038,COMM,1514372940,2017-12-28 11:15:56.439556,0,0
45,45.0,0.002042,1,JordanManual,CCCAGG,0.002042,0.002038,0.002038,COMM,1514373120,2017-12-28 11:15:56.439556,0,0
46,46.0,0.002047,1,JordanManual,CCCAGG,0.002047,0.002043,0.002043,COMM,1514373300,2017-12-28 11:15:56.439556,0,0
47,47.0,0.002041,1,JordanManual,CCCAGG,0.00205,0.002041,0.00205,COMM,1514373480,2017-12-28 11:15:56.439556,0,0
48,48.0,0.00204,1,JordanManual,CCCAGG,0.00204,0.00204,0.00204,COMM,1514373660,2017-12-28 11:15:56.439556,0,0
49,49.0,0.002031,1,JordanManual,CCCAGG,0.002037,0.002031,0.002037,COMM,1514373840,2017-12-28 11:15:56.439556,0,0
50,50.0,0.002035,1,JordanManual,CCCAGG,0.002035,0.002027,0.002027,COMM,1514374020,2017-12-28 11:15:56.439556,0,0
51,51.0,0.002034,1,JordanManual,CCCAGG,0.002034,0.002033,0.002034,COMM,1514374200,2017-12-28 11:15:56.439556,0,0
52,52.0,0.002038,1,JordanManual,CCCAGG,0.002038,0.002033,0.002033,COMM,1514374380,2017-12-28 11:15:56.439556,0,0
53,53.0,0.002046,1,JordanManual,CCCAGG,0.002046,0.00204,0.00204,COMM,1514374560,2017-12-28 11:15:56.439556,0,0
54,54.0,0.002046,1,JordanManual,CCCAGG,0.002048,0.002046,0.002048,COMM,1514374740,2017-12-28 11:15:56.439556,0,0
55,55.0,0.002048,1,JordanManual,CCCAGG,0.002048,0.002045,0.002045,COMM,1514374920,2017-12-28 11:15:56.439556,0,0
56,56.0,0.002049,1,JordanManual,CCCAGG,0.002049,0.002049,0.002049,COMM,1514375100,2017-12-28 11:15:56.439556,0,0
57,57.0,0.002049,1,JordanManual,CCCAGG,0.00205,0.002049,0.00205,COMM,1514375280,2017-12-28 11:15:56.439556,0,0
58,58.0,0.002045,1,JordanManual,CCCAGG,0.002047,0.002045,0.002047,COMM,1514375460,2017-12-28 11:15:56.439556,0,0
59,59.0,0.002044,1,JordanManual,CCCAGG,0.002044,0.00204,0.002044,COMM,1514375640,2017-12-28 11:15:56.439556,0,0
60,60.0,0.002043,1,JordanManual,CCCAGG,0.002047,0.002043,0.002047,COMM,1514375820,2017-12-28 11:15:56.439556,0,0
61,61.0,0.002049,1,JordanManual,CCCAGG,0.002049,0.002046,0.002046,COMM,1514376000,2017-12-28 11:15:56.439556,0,0
62,62.0,0.002054,1,JordanManual,CCCAGG,0.002054,0.00205,0.00205,COMM,1514376180,2017-12-28 11:15:56.439556,0,0
63,63.0,0.00206,1,JordanManual,CCCAGG,0.00206,0.002056,0.002056,COMM,1514376360,2017-12-28 11:15:56.439556,0,0
64,64.0,0.002065,1,JordanManual,CCCAGG,0.002065,0.002059,0.002059,COMM,1514376540,2017-12-28 11:15:56.439556,0,0
65,65.0,0.002067,1,JordanManual,CCCAGG,0.002067,0.002066,0.002066,COMM,1514376720,2017-12-28 11:15:56.439556,0,0
66,66.0,0.002062,1,JordanManual,CCCAGG,0.002066,0.002062,0.002066,COMM,1514376900,2017-12-28 11:15:56.439556,0,0
67,67.0,0.002063,1,JordanManual,CCCAGG,0.002066,0.002063,0.002066,COMM,1514377080,2017-12-28 11:15:56.439556,0,0
68,68.0,0.002065,1,JordanManual,CCCAGG,0.002065,0.002062,0.002062,COMM,1514377260,2017-12-28 11:15:56.439556,0,0
69,69.0,0.002068,1,JordanManual,CCCAGG,0.002068,0.002066,0.002066,COMM,1514377440,2017-12-28 11:15:56.439556,0,0
70,70.0,0.002069,1,JordanManual,CCCAGG,0.002069,0.002069,0.002069,COMM,1514377620,2017-12-28 11:15:56.439556,0,0
71,71.0,0.002073,1,JordanManual,CCCAGG,0.002073,0.00207,0.00207,COMM,1514377800,2017-12-28 11:15:56.439556,0,0
72,72.0,0.002081,1,JordanManual,CCCAGG,0.002081,0.002075,0.002075,COMM,1514377980,2017-12-28 11:15:56.439556,0,0
73,73.0,0.002067,1,JordanManual,CCCAGG,0.002079,0.002067,0.002079,COMM,1514378160,2017-12-28 11:15:56.439556,0,0
74,74.0,0.002066,1,JordanManual,CCCAGG,0.00207,0.002066,0.00207,COMM,1514378340,2017-12-28 11:15:56.439556,0,0
